Frame,Damage_Count
998,101
999,101
1000,101
1001,102
1002,103
1003,103
1004,103
1005,103
1006,103
1007,103
1008,103
1009,103
1010,103
1011,103
1012,103
1013,103
1014,103
1015,103
1016,103
1017,103
1018,103
1019,103
1020,103
1021,103
1022,103
1023,103
1024,103
1025,103
1026,103
1027,103
1028,103
1029,103
1030,103
1031,103
1032,103
1033,103
1034,103
1035,103
1036,103
1037,103
1038,103
1039,103
1040,103
1041,103
1042,103
1043,103
1044,103
1045,103
1046,103
1047,103
1048,103
1049,103
1050,103
1051,103
1052,103
1053,103
1054,103
1055,103
1056,103
1057,103
1058,103
1059,103
1060,103
1061,103
1062,103
1063,103
1064,103
1065,103
1066,103
1067,103
1068,103
1069,103
1070,103
1071,103
1072,103
1073,103
1074,103
1075,103
1076,103
1077,103
1078,103
1079,103
1080,103
1081,103
1082,103
1083,103
1084,103
1085,103
1086,103
1087,103
1088,103
1089,103
1090,103
1091,103
1092,103
1093,103
1094,103
1095,103
1096,103
1097,103
1098,103
1099,103
1100,103
1101,103
1102,103
1103,103
1104,103
1105,103
1106,103
1107,103
1108,103
1109,103
1110,103
1111,103
1112,103
1113,103
1114,103
1115,103
1116,103
1117,103
1118,103
1119,103
1120,103
1121,103
1122,103
1123,103
1124,103
1125,103
1126,103
1127,103
1128,103
1129,103
1130,103
1131,103
1132,103
1133,103
1134,103
1135,103
1136,103
1137,103
1138,103
1139,103
1140,103
1141,103
1142,103
1143,103
1144,103
1145,103
1146,103
1147,103
1148,103
1149,103
1150,103
1151,103
1152,103
1153,103
1154,103
1155,103
1156,103
1157,103
1158,103
1159,103
1160,103
1161,103
1162,103
1163,103
1164,103
1165,103
1166,103
1167,103
1168,103
1169,103
1170,103
1171,103
1172,103
1173,103
1174,103
1175,103
1176,103
1177,103
1178,103
1179,103
1180,103
1181,103
1182,103
1183,103
1184,103
1185,103
1186,103
1187,103
1188,103
1189,103
1190,103
1191,103
1192,103
1193,103
1194,103
1195,103
1196,103
1197,103
1198,103
1199,103
1200,103
1201,103
1202,103
1203,103
1204,103
1205,103
1206,103
1207,103
1208,103
1209,104
1210,104
1211,104
1212,104
1213,104
1214,105
1215,105
1216,105
1217,105
1218,105
1219,105
1220,106
1221,106
1222,106
1223,106
1224,106
1225,106
1226,106
1227,106
1228,106
1229,106
1230,106
1231,106
1232,106
1233,106
1234,106
1235,106
1236,106
1237,106
1238,106
1239,106
1240,106
1241,107
1242,107
1243,107
1244,107
1245,107
1246,107
1247,107
1248,107
1249,108
1250,108
1251,108
1252,108
1253,108
1254,108
1255,108
1256,108
1257,108
1258,109
1259,109
1260,109
1261,109
1262,109
1263,109
1264,110
1265,110
1266,110
1267,110
1268,110
1269,111
1270,111
1271,111
1272,111
1273,111
1274,111
1275,111
1276,111
1277,111
1278,111
1279,111
1280,111
1281,111
1282,111
1283,111
1284,112
1285,112
1286,112
1287,112
1288,112
1289,112
1290,112
1291,112
1292,113
1293,113
1294,113
1295,113
1296,113
1297,113
1298,113
1299,113
1300,113
1301,113
1302,113
1303,113
1304,113
1305,113
1306,113
1307,113
1308,113
1309,113
1310,113
1311,113
1312,113
1313,113
1314,113
1315,113
1316,113
1317,113
1318,114
1319,114
1320,114
1321,114
1322,114
1323,114
1324,114
1325,114
1326,114
1327,114
1328,114
1329,114
1330,114
1331,114
1332,114
1333,114
1334,114
1335,114
1336,114
1337,114
1338,114
1339,114
1340,114
1341,114
1342,114
1343,114
1344,114
1345,114
1346,114
1347,114
1348,114
1349,114
1350,114
1351,114
1352,114
1353,114
1354,114
1355,114
1356,115
1357,115
1358,115
1359,115
1360,115
1361,115
1362,115
1363,115
1364,115
1365,115
1366,115
1367,115
1368,115
1369,115
1370,115
1371,115
1372,115
1373,115
1374,115
1375,115
1376,115
1377,115
1378,115
1379,115
1380,115
1381,115
1382,116
1383,116
1384,116
1385,116
1386,116
1387,116
1388,116
1389,116
1390,116
1391,117
1392,117
1393,117
1394,117
1395,117
1396,119
1397,119
1398,119
1399,119
1400,119
1401,119
1402,119
1403,119
1404,120
1405,120
1406,120
1407,120
1408,120
1409,120
1410,120
1411,120
1412,120
1413,121
1414,122
1415,122
1416,122
1417,122
1418,122
1419,122
1420,122
1421,122
1422,123
1423,123
1424,123
1425,123
1426,123
1427,123
1428,123
1429,123
1430,123
1431,123
1432,123
1433,123
1434,124
1435,124
1436,124
1437,124
1438,124
1439,124
1440,124
1441,124
1442,124
1443,124
1444,124
1445,124
1446,124
1447,124
1448,124
1449,124
1450,124
1451,124
1452,124
1453,124
1454,124
1455,124
1456,124
1457,126
1458,126
1459,126
1460,127
1461,127
1462,127
1463,127
1464,127
1465,127
1466,128
1467,128
1468,128
1469,128
1470,128
1471,128
1472,128
1473,128
1474,130
1475,130
1476,130
1477,130
1478,131
1479,132
1480,133
1481,133
1482,133
1483,134
1484,134
1485,135
1486,135
1487,136
1488,136
1489,136
1490,136
1491,136
1492,138
1493,138
1494,138
1495,138
1496,138
1497,139
1498,139
1499,140
1500,140
1501,140
1502,140
1503,140
1504,140
1505,140
1506,140
1507,140
1508,140
1509,140
1510,140
1511,140
1512,140
1513,140
1514,140
1515,140
1516,140
1517,140
1518,140
1519,140
1520,141
1521,141
1522,141
1523,142
1524,142
1525,142
1526,142
1527,143
1528,143
1529,144
1530,144
1531,144
1532,144
1533,144
1534,144
1535,144
1536,145
1537,146
1538,146
1539,147
1540,147
1541,147
1542,147
1543,148
1544,148
1545,150
1546,150
1547,151
1548,151
1549,151
1550,151
1551,151
1552,152
1553,152
1554,152
1555,152
1556,152
1557,152
1558,152
1559,152
1560,152
1561,152
1562,152
1563,152
1564,152
1565,152
1566,152
1567,152
1568,152
1569,152
1570,152
1571,152
1572,152
1573,152
1574,152
1575,152
1576,152
1577,152
1578,152
1579,152
1580,152
1581,152
1582,152
1583,152
1584,152
1585,152
1586,152
1587,152
1588,152
1589,154
1590,154
1591,154
1592,154
1593,154
1594,154
1595,154
1596,154
1597,154
1598,154
1599,154
1600,154
1601,154
1602,154
1603,154
1604,155
1605,155
1606,155
1607,155
1608,155
1609,155
1610,155
1611,155
1612,155
1613,155
1614,156
1615,156
1616,157
1617,159
1618,159
1619,160
1620,160
1621,160
1622,160
1623,161
1624,161
1625,162
1626,162
1627,163
1628,163
1629,163
1630,163
1631,164
1632,164
1633,164
1634,166
1635,166
1636,166
1637,166
1638,168
1639,168
1640,168
1641,168
1642,169
1643,169
1644,169
1645,169
1646,169
1647,169
1648,169
1649,169
1650,169
1651,169
1652,169
1653,169
1654,169
1655,169
1656,169
1657,169
1658,169
1659,169
1660,169
1661,169
1662,169
1663,169
1664,169
1665,169
1666,169
1667,169
1668,169
1669,169
1670,169
1671,169
1672,169
1673,169
1674,169
1675,169
1676,169
1677,169
1678,169
1679,169
1680,169
1681,169
1682,169
1683,169
1684,169
1685,169
1686,169
1687,169
1688,169
1689,170
1690,170
1691,170
1692,170
1693,170
1694,170
1695,170
1696,170
1697,170
1698,170
1699,170
1700,170
1701,170
1702,170
1703,170
1704,170
1705,170
1706,170
1707,170
1708,170
1709,170
1710,170
1711,170
1712,170
1713,170
1714,170
1715,170
1716,170
1717,170
1718,170
1719,170
1720,170
1721,170
1722,170
1723,170
1724,170
1725,170
1726,170
1727,170
1728,170
1729,170
1730,170
1731,170
1732,170
1733,170
1734,170
1735,170
1736,170
1737,170
1738,170
1739,170
1740,170
1741,170
1742,170
1743,170
1744,170
1745,170
1746,170
1747,170
1748,170
1749,170
1750,170
1751,170
1752,170
1753,170
1754,170
1755,170
1756,170
1757,170
1758,170
1759,170
1760,170
1761,170
1762,170
1763,170
1764,170
1765,170
1766,170
1767,170
1768,170
1769,170
1770,170
1771,170
1772,170
1773,170
1774,170
1775,170
1776,170
1777,170
1778,170
1779,170
1780,170
1781,170
1782,170
1783,170
1784,170
1785,170
1786,170
1787,170
1788,170
1789,170
1790,170
1791,170
1792,170
1793,170
1794,170
1795,170
1796,170
1797,170
1798,170
1799,170
1800,170
1801,170
1802,170
1803,170
1804,170
1805,170
1806,170
1807,170
1808,170
1809,170
1810,170
1811,170
1812,170
1813,170
1814,170
1815,170
1816,170
1817,170
1818,170
1819,170
1820,170
1821,170
1822,170
1823,170
1824,170
1825,170
1826,170
1827,170
1828,170
1829,170
